Date,Open,High,Low,Close,Adj Close,Volume
9/1/2017,172.399994,172.919998,171.309998,172.020004,172.020004,11677600
9/5/2017,171.270004,172.389999,169.550003,170.720001,170.720001,13210900
9/6/2017,170.910004,172.479996,169.570007,172.089996,172.089996,13906300
9/7/2017,171.940002,173.309998,170.270004,173.210007,173.210007,18049500
9/8/2017,173.089996,173.490005,170.800003,170.949997,170.949997,10998500
9/11/2017,172.399994,173.889999,172.199997,173.509995,173.509995,12372000
9/12/2017,173.759995,174,171.75,172.960007,172.960007,11186300
9/13/2017,173.009995,173.169998,172.059998,173.050003,173.050003,9119300
9/14/2017,172.259995,172.279999,170.5,170.960007,170.960007,15615700
9/15/2017,170.880005,172.339996,170.259995,171.639999,171.639999,15660500
9/18/2017,171.990005,172.070007,169.339996,170.009995,170.009995,12954000
9/19/2017,170.619995,172.559998,170.360001,172.520004,172.520004,13168600
9/20/2017,172.5,173.050003,170.699997,172.169998,172.169998,12264100
9/21/2017,171.690002,172.270004,170.009995,171.110001,171.110001,11161400
9/22/2017,170.210007,171.729996,169.220001,170.539993,170.539993,12097100
9/25/2017,169.240005,169.300003,161.559998,162.869995,162.869995,41251600
9/26/2017,164.5,165.5,162.779999,164.210007,164.210007,23363300
9/27/2017,165.899994,168.339996,165.570007,167.679993,167.679993,19242500
9/28/2017,167.940002,169.070007,167.160004,168.729996,168.729996,12178700
9/29/2017,168.830002,171.660004,168.809998,170.869995,170.869995,15340400
10/2/2017,171.389999,171.869995,168.75,169.470001,169.470001,13392300
10/3/2017,169.300003,170.729996,169.199997,169.960007,169.960007,8190300
10/4/2017,169.830002,170.669998,168.289993,168.419998,168.419998,12127900
10/5/2017,169.179993,171.309998,168.600006,171.240005,171.240005,14580600
10/6/2017,170.25,172.369995,169.75,172.229996,172.229996,13124500
10/9/2017,172.699997,174.880005,172,172.5,172.5,14570400
10/10/2017,173,173.199997,170.800003,171.589996,171.589996,11341100
10/11/2017,171.949997,172.779999,171.399994,172.740005,172.740005,11283700
10/12/2017,172.610001,173.850006,172.289993,172.550003,172.550003,10351000
10/13/2017,173.449997,174.649994,173.199997,173.740005,173.740005,13658300
10/16/2017,174.490005,175,174.059998,174.520004,174.520004,11498800
10/17/2017,174.710007,176.130005,174.360001,176.110001,176.110001,15990100
10/18/2017,176.649994,176.740005,175.75,176.029999,176.029999,12752400
10/19/2017,174.929993,176.029999,172.630005,174.559998,174.559998,14048400
10/20/2017,175.5,175.880005,174.630005,174.979996,174.979996,12602200
10/23/2017,175.199997,175.339996,171.25,171.270004,171.270004,13852700
10/24/2017,172.300003,173.240005,171.5,171.800003,171.800003,12267900
10/25/2017,171.899994,172.25,168.889999,170.600006,170.600006,15868200
10/26/2017,171.380005,172.289993,170.389999,170.630005,170.630005,11833100
10/27/2017,174.149994,178.210007,173.899994,177.880005,177.880005,30285300
10/30/2017,179.259995,180.690002,177.610001,179.869995,179.869995,24353200
10/31/2017,180.570007,180.800003,178.940002,180.059998,180.059998,20174200
11/1/2017,182.360001,182.899994,180.570007,182.660004,182.660004,40918300
11/2/2017,180.630005,181.940002,177.339996,178.919998,178.919998,35529900
11/3/2017,179.289993,179.860001,176.710007,178.919998,178.919998,17822100
11/6/2017,178.559998,180.449997,178.309998,180.169998,180.169998,13312700
11/7/2017,180.5,180.75,178.960007,180.25,180.25,12928200
11/8/2017,179.789993,180.350006,179.110001,179.559998,179.559998,10494100
11/9/2017,178.309998,179.399994,177.089996,179.300003,179.300003,12610300
11/10/2017,178.350006,179.100006,177.960007,178.460007,178.460007,11070200
11/13/2017,177.5,179.039993,177.300003,178.770004,178.770004,9523400
11/14/2017,178.130005,178.970001,177.179993,178.070007,178.070007,9585900
11/15/2017,176.660004,178.570007,176.399994,177.949997,177.949997,10253700
11/16/2017,178.759995,179.830002,178.5,179.589996,179.589996,15607600
11/17/2017,179.300003,179.979996,178.899994,179,179,13018000
11/20/2017,178.869995,179.5,178.100006,178.740005,178.740005,10052400
11/21/2017,179.149994,181.889999,178.990005,181.860001,181.860001,14504000
11/22/2017,181.300003,181.729996,180.440002,180.869995,180.869995,10376300
11/24/2017,180.399994,183.149994,180.289993,182.779999,182.779999,9426300
11/27/2017,182.559998,183.729996,181.990005,183.029999,183.029999,12344500
11/28/2017,183.509995,184.25,182.089996,182.419998,182.419998,14379700
11/29/2017,181.889999,181.970001,174,175.130005,175.130005,41933500
11/30/2017,176.850006,178.279999,175.199997,177.179993,177.179993,25307600
12/1/2017,176.029999,177.479996,172.339996,175.100006,175.100006,20182500
12/4/2017,176.289993,176.570007,170.789993,171.470001,171.470001,24459400
12/5/2017,170.449997,175.380005,169.009995,172.830002,172.830002,20184900
12/6/2017,172.5,176.770004,171.899994,176.059998,176.059998,20255800
12/7/2017,175.800003,180.389999,175.800003,180.139999,180.139999,20404500
12/8/2017,181.529999,182.279999,178.740005,179,179,19883800
12/11/2017,179.300003,180.220001,178.800003,179.039993,179.039993,13168600
12/12/2017,178.600006,179.179993,176.600006,176.960007,176.960007,16854100
12/13/2017,177.300003,179.160004,177.25,178.300003,178.300003,14615700
12/14/2017,178.289993,180.360001,177.679993,178.389999,178.389999,13591000
12/15/2017,179.020004,180.490005,178.360001,180.179993,180.179993,28463100
12/18/2017,181.009995,181.300003,179.75,180.820007,180.820007,17265400
12/19/2017,179.949997,180.080002,178.220001,179.509995,179.509995,14920600
12/20/2017,179.809998,179.809998,177.360001,177.889999,177.889999,11860500
12/21/2017,177.940002,178.679993,177.050003,177.449997,177.449997,11600700
12/22/2017,177.139999,177.529999,176.229996,177.199997,177.199997,8509500
12/26/2017,176.630005,177,174.669998,175.990005,175.990005,8897300
12/27/2017,176.550003,178.440002,176.259995,177.619995,177.619995,9496100
12/28/2017,177.949997,178.940002,177.679993,177.919998,177.919998,12220800
12/29/2017,178,178.850006,176.460007,176.460007,176.460007,10261500
1/2/2018,177.679993,181.580002,177.550003,181.419998,181.419998,18151900
1/3/2018,181.880005,184.779999,181.330002,184.669998,184.669998,16886600
1/4/2018,184.899994,186.210007,184.100006,184.330002,184.330002,13880900
1/5/2018,185.589996,186.899994,184.929993,186.850006,186.850006,13574500
1/8/2018,187.199997,188.899994,186.330002,188.279999,188.279999,17994700
1/9/2018,188.699997,188.800003,187.100006,187.869995,187.869995,12393100
1/10/2018,186.940002,187.889999,185.630005,187.839996,187.839996,10529900
1/11/2018,188.399994,188.399994,187.380005,187.770004,187.770004,9588600
1/12/2018,178.059998,181.479996,177.399994,179.369995,179.369995,77551300
1/16/2018,181.5,181.75,178.039993,178.389999,178.389999,36183800
1/17/2018,179.259995,179.320007,175.800003,177.600006,177.600006,27992400
1/18/2018,178.130005,180.979996,177.080002,179.800003,179.800003,23304900
1/19/2018,180.850006,182.369995,180.169998,181.289993,181.289993,26826500
1/22/2018,180.800003,185.389999,180.410004,185.369995,185.369995,21059500
1/23/2018,186.050003,189.550003,185.550003,189.350006,189.350006,25678800
1/24/2018,189.889999,190.660004,186.520004,186.550003,186.550003,24334500
1/25/2018,187.949997,188.619995,186.600006,187.479996,187.479996,17377700
1/26/2018,187.75,190,186.809998,190,190,17759200
1/29/2018,188.75,188.839996,185.630005,185.979996,185.979996,20453200
1/30/2018,187.619995,188.179993,181.839996,187.119995,187.119995,20858600
1/31/2018,188.369995,189.830002,185.220001,186.889999,186.889999,43275100
2/1/2018,188.220001,195.320007,187.889999,193.089996,193.089996,54211300
2/2/2018,192.039993,194.210007,189.979996,190.279999,190.279999,26677500
2/5/2018,186.929993,190.610001,180.610001,181.259995,181.259995,33128200
2/6/2018,178.570007,185.770004,177.740005,185.309998,185.309998,37758500
2/7/2018,184.149994,185.080002,179.949997,180.179993,180.179993,27601900
2/8/2018,181.009995,181.839996,171.479996,171.580002,171.580002,38478300
2/9/2018,174.759995,176.899994,167.179993,176.110001,176.110001,39887600
2/12/2018,177.059998,177.550003,171.839996,176.410004,176.410004,32092100
2/13/2018,175.619995,175.970001,173.100006,173.149994,173.149994,21809400
2/14/2018,173.449997,179.809998,173.210007,179.520004,179.520004,28929700
2/15/2018,180.5,180.5,176.839996,179.960007,179.960007,20922100
2/16/2018,178.990005,179.880005,176.300003,177.360001,177.360001,21015600
2/20/2018,175.770004,177.949997,175.110001,176.009995,176.009995,21204900
2/21/2018,176.710007,181.270004,176.399994,177.910004,177.910004,23200800
2/22/2018,178.699997,180.210007,177.410004,178.990005,178.990005,18464200
2/23/2018,179.899994,183.389999,179.509995,183.289993,183.289993,19007300
2/26/2018,184.580002,185.660004,183.220001,184.929993,184.929993,17599700
2/27/2018,184.449997,184.699997,181.460007,181.460007,181.460007,15849800
2/28/2018,182.300003,182.880005,178.139999,178.320007,178.320007,18783000
3/1/2018,179.009995,180.119995,174.410004,175.940002,175.940002,23201600
3/2/2018,173.289993,177.110001,172.990005,176.619995,176.619995,20025900
3/5/2018,176.199997,181.149994,175.889999,180.399994,180.399994,16189300
3/6/2018,181.779999,182.380005,179.110001,179.779999,179.779999,15086800
3/7/2018,178.740005,183.820007,178.070007,183.710007,183.710007,19097300
3/8/2018,183.559998,184.399994,181.449997,182.339996,182.339996,17225900
3/9/2018,183.910004,185.509995,183.210007,185.229996,185.229996,18526300
3/12/2018,185.229996,186.100006,184.220001,184.759995,184.759995,15301200
3/13/2018,185.610001,185.990005,181.110001,181.880005,181.880005,18067500
3/14/2018,182.600006,184.25,181.850006,184.190002,184.190002,16821700
3/15/2018,183.240005,184,182.190002,183.860001,183.860001,15614300
3/16/2018,184.490005,185.330002,183.410004,185.089996,185.089996,24403400
3/19/2018,177.009995,177.169998,170.059998,172.559998,172.559998,88140100
3/20/2018,167.470001,170.199997,161.949997,168.149994,168.149994,129851800
3/21/2018,164.800003,173.399994,163.300003,169.389999,169.389999,106598800
3/22/2018,166.130005,170.270004,163.720001,164.889999,164.889999,73743000
3/23/2018,165.440002,166.600006,159.020004,159.389999,159.389999,53609700
3/26/2018,160.820007,161.100006,149.020004,160.059998,160.059998,126116600
3/27/2018,156.309998,162.850006,150.75,152.220001,152.220001,79117000
3/28/2018,151.649994,155.880005,150.800003,153.029999,153.029999,60029200
3/29/2018,155.149994,161.419998,154.139999,159.789993,159.789993,59434300
4/2/2018,157.809998,159.199997,154.110001,155.389999,155.389999,36796000
4/3/2018,156.550003,157.389999,150.809998,156.110001,156.110001,42543900
4/4/2018,152.029999,155.559998,150.509995,155.100006,155.100006,49885600
4/5/2018,161.559998,161.570007,156.649994,159.339996,159.339996,41449600
4/6/2018,157.729996,161.419998,156.809998,157.199997,157.199997,41644800
4/9/2018,157.820007,160.529999,156.039993,157.929993,157.929993,34915200
4/10/2018,157.929993,165.979996,157.009995,165.039993,165.039993,57889300
4/11/2018,165.360001,168.649994,163.25,166.320007,166.320007,56144600
4/12/2018,166.979996,167.449997,163.100006,163.869995,163.869995,38263000
4/13/2018,164.580002,165.699997,163.770004,164.520004,164.520004,19990600
4/16/2018,165.720001,165.779999,163.389999,164.830002,164.830002,16341400
